"Name","mmax","Mmax","R.A.","Dec.","z","Type"
"SN2005jb","21.29","-19.11","22:36:03.21,22:36:03.2,22:36:03.12","-00:22:04.5,-00:22:05,-00:22:04.512,-00:22:04.4616,-00:22:04.7244","0.258","II"
"SN2006hu","20.3","-18.62","03:34:22.728,03:34:22.68,03:34:22.704,03:34:22.72","-01:07:23.30,-01:07:23.556,-01:07:23.88,-01:07:23.5","0.133,0.142","Ia"
"SN2007ls","20.79","-19.47","20:28:28.07,20:28:28.08","+00:00:22.4,+00:00:22.5","0.243","Ia"
"SN2016isl","16.16","-18.9","03:58:12.550,03:58:12.624,03:58:12.60,03:58:12.55","+18:34:54.30,+18:34:54.12,+18:34:54.2","0.023","Ia-91T"
"SN1993ae","16.04","-18","01:29:48.91,01:29:48.88,01:29:48.92","-01:58:37.1,-01:58:37.11,-01:58:37.2","0.01905,0.01905","Ia"
"SDSS-II SN 15198","21.2","-19.4567","02:18:30.604,02:18:30.576,02:18:30.6","-00:12:43.96,-00:12:44.244,-00:12:43.956,-00:12:43.9992,-00:12:44.2404","0.289402","Ia"
"SN2007rx","16.45","-19.19","23:40:11.74,23:40:11.782,23:40:11.76","+27:25:16.5,+27:25:15.59,+27:25:15.6","0.0301","Ia"
"SN2008J","12.22","-21.7","02:34:24.20,02:34:24.08","-10:50:38.5,-10:50:43.1","0.015874","Ia"
"OGLE-2014-SN-010","18.94","-18.9","06:25:23.80","-68:34:20.3","0.081","Ia"
"SN2012bh","16.25","-19.0049","12:13:37.309,12:13:37.31","+46:29:00.48,+46:29:00.47,+46:29:00.5","0.025244","Ia"
"SN2012V","14.49","-19","19:47:10.32","+59:54:59.9","0.011","Ia"
"SN2017dws","17.3","-20.54","15:40:14.170","+11:20:41.50","0.0818","Ia"
"SN2019xjc","18.85","-19","12:49:10.797,12:49:10.8","+20:56:37.97,+20:56:38.04","0.09","Ia"
"SN1991S","17.99","-18.83","10:29:27.7,10:29:27.79","+22:00:43,+22:00:46.4","0.055001","Ia"
"SN1996C","16.39","-18.89","13:50:48.60","+49:19:07.1","0.0276,0.0264,0.0277,0.0344,0.0355,0.0378","Ia"
"SN2006kb","19.75","-19.267","20:19:10.21,20:19:10.32","-01:03:52.2,-01:03:52.164,-01:03:52.344","0.1392","Ia"
"PSc180313","22.31","-19.6","16:17:16.520","+55:22:45.97,+55:22:45.98","0.51","Ia"
"PTF10yyt","17.31","-18.7","03:34:28.99,03:34:28.992","-04:29:48.5,-04:29:48.552","0.035","Ia"
"PTF11blu","18.23","-19.2","12:38:54.58,12:38:54.48","+56:23:07.9,+56:23:07.8","0.068","Ia"
"PTF12awi","17.69","-18.913","10:03:13.71,10:03:13.68,10:03:13.742","+01:53:43.4,+01:53:43.404,+01:53:43.04","0.04671","Ia"
"PTF12fsd","18.74","-18.7","14:47:38.27,14:47:38.16","+13:33:24.9,+13:33:24.84","0.069","Ia"
"SN2010fn","21.63","-19.2903","16:18:15.872,16:17:47.705,16:18:15.87,16:18:15.870","+55:23:04.95,+55:23:04.94,+55:18:08.24,+55:23:04.9","0.32537,0.323,0.32,0.323","Ia"
"SN2016geu","18.65","-22.78","21:04:16.730,21:04:15.860","-06:20:32.71,-06:20:24.50","0.409,0.216","Ia"
"SN2016H","17.62","-18.9","10:19:16.64","+04:45:42.0","0.046","Ia"
"SN2017po","16.38","-19.3842","16:03:51.710,16:03:51.6","+39:59:25.40,+39:59:24","0.031864","Ia"
"SN2018jax","15.24","-20.7","13:45:57.840,13:45:57.84","+28:47:45.27,+28:47:45.24","0.035","Ia-91T"
"SDSS-II SN 3077","20.74","-19.547","21:56:10.56","+00:12:55.343,+00:12:55.091","0.2455","Ia"
"SN2005dm","16.77","-17.601","02:18:39.25","-06:54:10.8","0.01684,0.017","Ia"
"SN2006fm","19.62","-19.17","22:10:10.320,22:10:10.32,22:10:10.26","+00:30:14.12,+00:30:11.74,+00:30:11.63,+00:30:11.754,+00:30:11.624,+00:30:11.8","0.1257","Ia"
"SN2006hl","19.73","-19.426","23:22:46.080,23:22:46.08,23:22:45.84,23:22:45.98","+00:31:56.34,+00:31:58.37,+00:31:58.1,+00:31:58.379,+00:31:58.087,+00:31:58.4","0.1482","Ia"
"SN2007ju","18.02","-19.26","00:11:50.465,00:11:50.438,00:11:50.4624,00:11:50.4384,00:11:50.46","-00:20:21.67,-00:20:21.408,-00:20:21.138,-00:20:21.4044,-00:20:21.1","0.0636","Ia"
"PSc080646","21.62","-19.2526","22:18:29.334,22:18:29.330,22:18:29.333,22:18:29.331","+00:56:29.35,+00:56:29.32","0.31855","Ia"
"PTF10glo","18.46","-19.2","12:33:05.760,12:33:05.76","+06:33:22.66,+06:33:22.716","0.075","Ia"
"ASASSN-15dc","17.31","-19.0387","15:01:30.820,15:01:30.82,15:01:30.81,15:01:30.72","-00:32:24.38,-00:32:24.4,-00:32:24.5,-00:32:24.396","0.041605","Ia"
"SN1972J","14.2","-19.4","23:21:41,23:21:41.8,23:21:41.56","+08:52.5,+08:52:27.0,+08:52:42.7","0.0116,0.0119,0.0131,0.0137","Ia"
"SN1997bq","14.45","-18.46","10:17:05.33","+73:23:02.1","0.00941,0.00926,0.0109","Ia"
"SN1997E","15.32","-18.4","06:47:38.10","+74:29:51.0","0.01354,0.01354","Ia"
"SN2001G","14.1","-20","09:09:33.18","+50:16:51.3","0.01677,0.01677","Ia"
"SNLS-04D1hd","21.58","-19.622","02:26:08.834,02:26:08.850","-04:06:34.68,-04:06:34.680,-04:06:35.22","0.3688","Ia"
"SN2005fz","19.88","-18.8","21:03:41.22,21:03:41.28,22:03:41.21","+00:34:10.3,+00:34:10.42,+00:34:10.13,+00:34:10.438,+00:34:10.124","0.12,0.12","Ia"
"SN2005hn","19.6","-18.8569","21:57:04.080,21:57:04.2,21:57:04.32,21:57:04.25","-00:13:24.45,-00:13:24,-00:13:24.528,-00:13:24.5532,-00:13:24.7116,-00:13:24.5","0.1076,0.108225","Ia"
"SN2007hz","19.68","-19.338","21:03:08.95,21:03:08.88","-01:01:45.1,-01:01:45.336,-01:01:45.048","0.1393","Ia"
"PS1-11zv","21.59","-19.5","16:11:37.152,16:11:37.150,16:11:37.151","+53:58:12.96,+53:58:12.95","0.35","Ia"
"PSc070003","20.29","-18.6816","22:12:09.952","+00:43:09.41","0.13641","Ia"
"PTF12dxm","18.52","-18.7","13:53:26.48,13:53:26.4","+43:54:48.6","0.063","Ia"
"ASASSN-15uv","16.29","-18.492","08:27:08.131,08:27:08.13,08:27:08.10,08:27:08.16","+27:48:41.74,+27:48:41.7,+27:48:41.8,+27:48:41.76","0.02033","Ia"
"PS15bif","18.53","","20:20:17.77","-23:44:36.7","","Ia"
"SN2016axw","17.49","-19.4","14:27:18.40,14:27:18.3504,14:27:18.34","-01:40:31.0,-01:40:31.2366,-01:40:31.1","0.054","Ia"
"SN2016cxb","16.5","-19.08","21:12:23.350,21:12:23.35","+14:46:45.10,+14:46:45.4,+14:46:45.47","0.0293","Ia"
"SN2016E","17.95","-19","05:03:43.99","+03:24:44.9","0.055","Ia"
"SN2019cxx","14.08","-21.2","11:17:48.220,11:17:48.24","+13:43:42.00,+13:43:41.52","0.025","Ia"
"SN1979B","12.5","-18.6","11:50:43.4,11:50:43.44,11:50:43.40","+55:21:33,+55:21:33.12,+55:21:39.0,+55:21:33.0","0.00318,0.0032,0.0048","Ia"
"SN1992A","12.62","-18.59","03:36:27.41,03:36:27.40,03:36:27.43","-34:57:31.4,-34:57:31.59,-34:57:31.5,-34:57:31.6","0.00421,0.00626,0.00473,0.00545,0.00548,0.00421","Ia"
"SN1995ak","15.82","-18.5","02:45:48.83,02:45:48.830","+03:13:50.1","0.02272,0.02272","Ia"
"SN1998V","15","-19.1","18:22:37.40","+15:42:08.4","0.01759,0.01757","Ia"
"SN2001dp","14.2","-16.9","11:53:45.22,11:53:45.2","+52:20:56.8","0.0035","Ia"
"SN2005ew","15.08","-15.1","03:39:23.74","+35:02:49.0","0.0025","Ia"
"SN2005jl","20.49","-19.1034","21:32:56.160,21:32:56.1,21:32:56.16,21:32:56.12","-00:42:00.21,-00:41:59,-00:41:59.208,-00:41:59.496,-00:41:59.2116,-00:41:59.5032,-00:41:59.2","0.181,0.180212","Ia"
"SN2005kp","19.32","-19.3207","00:30:53.153,00:30:53.1,00:30:53.155,00:30:53.138,00:30:53.1552,00:30:53.1384,00:30:53.16","-00:43:07.77,-00:43:08,-00:43:07.824,-00:43:08.148,-00:43:07.8528,-00:43:08.1372,-00:43:07.8","0.1163,0.117566","Ia"
"SN2007kh","18.08","-18.65","03:15:12.10,03:15:12.049","+43:10:13.0,+43:10:13.39","0.0495,0.0495","Ia"
"SN2008L","15.77","-18.6","03:17:16.65","+41:22:57.6","0.0194,0.0194,0.0191","Ia"
"SN2009ee","17.1","-18.9","11:21:25.30","+34:20:23.3","0.035,0.035","Ia"
"PS1-10acx","21.48","-19.5992","16:05:54.089,16:05:54.088","+55:11:52.30,+55:11:52.19","0.34918","Ia"
"PS1-11bk","20.33","-19","09:56:19.761,09:56:19.762","+01:24:34.08","0.16","Ia"
"PSc170465","20.29","-19.3479","16:07:31.503","+54:51:40.06","0.18383","Ia"
"SN2013bs","16","-19.4509","17:17:22.03,17:17:22.05","+41:04:00.2","0.027612","Ia"
"DES17C1ald","19.94","-19.1","03:38:36.73","-27:39:43.1","0.14","Ia"
"PS15cze","18.16","-18","03:47:23.43","+00:52:37.8","0.039","Ia"
"SN2016aew","16.34","-18.45","14:11:26.491,14:11:26.49,14:11:26.4","+01:17:09.47,+01:17:09.5,+01:17:09.456","0.0204",".Ia"
"SN2016cyt","16.58","-19.0794","21:09:35.830,21:09:35.84","+15:07:31.80,+15:07:31.6","0.030374","Ia"
"SN2018kl","18.32","-19.3","09:09:38.040,09:09:37.92","+48:39:40.30,+48:39:39.6","0.073","Ia"
"SDSS-II SN 13839","20.58","-20.07","20:41:20.64","+00:10:41.855,+00:10:41.876,+00:10:41.596","0.289","II"
"SN2005fo","20.98","-19.5","21:55:46.40,21:55:46.4,21:55:46.32","+00:35:36.7,+00:35:37,+00:35:36.67,+00:35:36.35,+00:35:36.665,+00:35:36.359,+00:35:36.71","0.268","Ia"
"SN2006bq","16.29","-19","18:39:58.88","+39:58:56.8","0.021905","Ia"
"SN2006gw","20.8","-20.1251","01:57:53.50,01:57:53.496","-00:32:02.9,-00:32:02.94,-00:32:02.9508,-00:32:03.2064","0.326058,0.33","Ia?"
"SN2006jr","20.22","-19.334","03:39:47.160,03:39:47.136,03:39:47.15","+00:59:31.68,+00:59:34.15,+00:59:33.83,+00:59:34.138,+00:59:33.821,+00:59:34.2","0.1771","Ia"
"OGLE-2013-SN-099","17.65","-17.8","08:02:27.32,08:02:27.37","-72:25:26.6,-72:25:26.68","0.028","Ia"
"PS1-10s","19.38","-18.9517","09:55:57.231,09:55:57.232,09:55:57.233","+02:15:48.47,+02:15:48.48","0.10229","Ia"
"PSc170254","20.23","-18.9277","16:08:54.049","+53:51:22.45","0.14829","Ia"
"SN2012he","18.36","-18.6","05:00:50.04,05:00:50.07","-38:39:11.3,-38:39:11.51,-38:39:11.4","0.056","Ia"
"Gaia15agf","18.52","-19","22:02:29.36,22:02:29.37,22:02:29.28,22:02:29.35","-20:19:46.0,-20:19:46.2,-20:19:45.7","0.06","Ia"
"Gaia19etw","15.58","","10:19:42.380,10:19:42.48","+43:21:58.61,+43:21:58.68","","Ia"
"SN2016ajf","16.08","-18.7","03:19:54.47,03:19:54.48","+41:33:53.5,+41:33:54","0.0203","Ia"
"SN2016dxe","16.64","-21","15:59:10.56","+14:38:29.4","0.076","Ia"
"SN1996ai","13.5","-17.2","13:10:58.13","+37:03:35.4","0.00316,0.00316,0.00373","Ia"
"SN1998ec","16.2","-18.4","06:53:06.11","+50:02:22.1","0.0199,0.0198,0.0199,0.0194,0.0245","Ia"
"SN1999ar","19.67","-19.5","09:20:16.00","+00:33:39.6","0.15,0.15","Ia"
"SN2004ab","14.1","-17.3","13:16:58.18","-16:37:52.7","0.0058,0.0058","Ia"
"SN2005fs","20.88","-20.1","02:04:52.98,02:04:53.0,02:04:52.968,02:04:52.944,02:04:52.97","-00:19:35.2,-00:19:35,-00:19:35.292,-00:19:35.58,-00:19:35.2848,-00:19:35.5836,-00:19:35.3,-00:19:35.26","0.33,0.33,0.32","Ia"
"SN2005jn","21.27","-19.6","00:19:00.84,00:19:00.8,00:19:00.8352,00:19:00.8112,00:19:00.83","-00:16:53.3,-00:16:53,-00:16:53.364,-00:16:53.616,-00:16:53.3568,-00:16:53.4","0.32,0.32","Ia"
"SN2009ds","15.29","-19.3704","11:49:04.11,11:49:04.025,11:49:04.08","-09:43:44.9,-09:43:44.48,-09:43:44.112","0.019227","Ia"
"PSc080261","19.58","-19.245","03:35:11.954","-27:11:47.17","0.1277","Ia"
"PTF11bas","19.01","-18.95","13:16:47.78,13:16:48","+43:31:13.4,+43:31:13.44","0.0863,0.0863","Ia"
"Gaia15ace","17.16","-19","16:59:19.73,16:59:19.68,16:59:19.74","+29:56:38.1,+29:56:38.04","0.04","Ia"
"OGLE15eo","18.31","-19","03:02:15.55,03:02:15.552","-74:17:12.2,-74:17:12.3,-74:17:12.12","0.064","Ia"
"PS15cyo","18.99","-16.7","09:39:23.94","+06:24:18.4","0.031","Ia"
"SN2017dae","15.73","-21.117","09:08:34.750,09:08:34.8","+48:36:26.06,+48:36:26.28","0.052205","Ia"
"SN2005gh","20.44","-19.966","20:50:36.35,20:50:36.3,20:50:36.24","-00:21:14.8,-00:21:15,-00:21:14.724,-00:21:14.976,-00:21:14.7204,-00:21:14.9724,-00:21:14.76","0.25888","Ia?"
"SN2005gy","21.09","-19.44","01:26:06.79,01:26:06.8,01:26:06.792,01:26:06.768,01:26:06.816,01:26:06.80","+00:40:36.8,+00:40:37,+00:40:36.7,+00:40:36.41,+00:40:36.689,+00:40:36.401","0.273","Ia"
"SN2005ja","21.26","-19.6","23:55:52.64,23:55:52.6,23:55:52.56","+00:52:37.1,+00:52:37,+00:52:37.13,+00:52:37.078,+00:52:36.674,+00:52:37.2","0.32,0.32","Ia"
"SN2006jt","19.7","-19.39","21:58:48.240,21:58:48,21:58:48.06","+00:11:54.65,+00:11:51.68,+00:11:51.5,+00:11:51.67,+00:11:51.493,+00:11:51.8","0.144,0.181,0.146,0.144","Ia"
"SN2006kt","20.8","-19.73","21:35:50.64,21:35:50.4,21:35:50.32","-01:03:32.3,-01:03:26.748,-01:03:27,-01:03:26.8","0.274,0.226,0.231,0.297,0.254","Ia"
"SN2007lp","20.81","-18.73","22:43:41.040,22:43:41.04,22:43:41.01","+00:25:13.84,+00:25:16.72,+00:25:16.97,+00:25:16.698,+00:25:16.9","0.176,0.171,0.196,0.197","Ia"
"SN2007tt","21.53","-19.7027","01:11:20.516,01:11:20.52,01:11:20.520","-00:12:19.41,-00:12:19.4148,-00:12:19.3644,-00:12:19.6992,-00:12:19.3,-00:12:19.34,-00:12:19.423","0.373829","Ia"
"SNF20080522-000","16.79","-19.743","13:36:47.61,13:36:47.592,13:36:47.52,13:36:47.59","+05:08:32.6,+05:08:30.41,+05:08:31.2,+05:08:30.4","0.04526,0.04526","Ia"
"SNLS-06D3cn","21.05","-19.11","14:19:25.848","+52:38:27.54,+52:38:27.540","0.232","Ia"
"PTF10goq","19.55","-18.4","12:45:59.66,12:45:59.76","+04:49:29.0,+04:49:28.956","0.088","Ia"
"PTF11rns","18.66","-19.95","12:28:10.75,12:28:10.8","+11:27:54.8,+11:27:54.72","0.116","Ia"
"PTF11rpz","18.53","-18.8","09:21:58.02,09:21:58.08","+51:02:25.5,+51:02:25.44","0.066","Ia"
"PS15aoq","15.76","-19.0139","16:02:51.08,16:02:51.28,16:02:51.27","+47:13:30.0,+47:13:29.2,+47:13:29.0","0.020254","Ia"
"SN2015ak","14.62","-24","22:15:19.67","-65:32:53.4","0.1","Ia"
"SN2016gtd","17.59","-17.9612","21:52:22.550,21:52:22.53,21:52:22.55,02:35:30.320,02:35:30.32,02:35:30.288","+03:25:18.50,+03:25:18.6,-05:32:06.13,-05:32:06.1,-05:32:05.64","0.028907",".Ia"
"SN2017gvw","17.62","-18.18","03:02:13.450,03:02:13.464,03:02:13.45","+03:48:37.16,+03:48:37.044,+03:48:37.2,+03:48:37.008","0.0324","Ia"
"SN2019ro","16.7","-19.7","11:59:34.013,11:59:34.08,11:59:34.00","+57:19:43.89,+57:19:43.68,+57:19:43.6,+57:19:44.04","0.043","Ia"
"SN1971L","12.67","-19.1","17:32:26,17:32:26.1,17:32:26.02","+07:04.0,+07:04:02.0,+07:03:57.2","0.00461,0.00665","Ia"
"SN1992bp","18.54","-19.22","03:36:37.95","-18:21:13.7","0.0789,0.0726,0.0766,0.0794","Ia"
"SN2000cu","15.93","-19.1498","19:24:20.95","-25:59:04.1","0.023299","Ia"
"SDSS-II SN 2319","20.09","-19.233","03:41:51.744,03:41:51.72","+00:20:44.711,+00:20:44.59,+00:20:44.336","0.1597","Ia"
"SN2006hc","20.64","-19.49","01:09:34.73,01:09:34.746,01:09:34.728,01:09:34.704,01:09:34.752","+00:42:14.9,+00:42:15.72,+00:42:14.98,+00:42:14.54,+00:42:14.58,+00:42:15.721,+00:42:14.969,+00:42:14.998,+00:42:14.562,+00:42:14.569","0.229,0.237,0.283,0.217","Ia"
"SN2007O","16.73","-19.23","14:56:05.18","+45:24:16.9","0.036212,0.036212","Ia"
"SN2009le","15.59","-18.2","02:09:17.14,02:09:17.160,02:09:17.16","-23:24:44.8,-23:24:44.74,-23:24:44.64","0.017792","Ia"
"SNLS-06D4dh","21.1","-19.658","22:14:19.693,22:14:19.68","-17:35:06.03,-17:35:06.030,-17:35:06.36","0.3027","Ia"
"PSc180166","19.9","-19.2463","16:11:22.236","+55:03:51.12","0.14753","Ia"
"PTF10bjs","16.48","-19.2","13:01:11.22,13:01:11.215,13:01:11.28,13:01:11.25","+53:48:57.5,+53:48:57.49,+53:48:57.6","0.0306,0.0303,0.0296","Ia"
"PTF10gnj","19.35","-18.391","12:14:41.78,12:14:41.76","+10:57:33.2,+10:57:33.12","0.07832","Ia"
"PTF11gdh","16.56","-18.772","13:00:38.06,13:00:38.16","+28:03:24.2,+28:03:24.12","0.02615","Ia"
"SN2011bg","16.68","-19.11","11:56:14.31,11:56:14.3,11:56:14.4,11:56:14.36,11:56:14.40","+25:21:11.9,+25:21:14,+25:21:11.8,+25:21:15.48,+25:21:14.5,+25:21:14.4,+25:21:14.8","0.0323,0.0323","Ia"
"AT2019dkv","18.28","-19","16:26:46.615,16:26:46.56,16:26:46.61","+44:57:15.04,+44:57:15.12,+44:57:15.0","0.06","Ia"
"Gaia15agj","15.86","-20.5","03:11:11.500,09:50:59.24,09:50:59.28","+37:58:02.10,+37:58:00.3,+37:58:00.12","0.041","Ia"
"PS15sv","16.96","-18.9","16:13:11.74","+01:35:31.1","0.033","Ia"
"SN2016iyv","16.33","-19.4","09:00:13.370,09:00:13.44,09:00:13.35","-13:38:03.19,-13:38:02.4,-13:38:02.3","0.031","Ia"
"SN2019agi","18.54","-19","16:22:43.992,16:22:43.92,16:22:43.99","+24:01:09.66,+24:01:09.48,+24:01:09.6","0.06","Ia CSM"
"SN1983W","13.49","-18.8","11:20:32.5,11:20:32.64,11:20:32.2,11:20:32.53","+57:46:55,+57:46:55.2,+57:47:00.0","0.00647,0.0065","Ia"
"SN2005hs","21.32","-19.08","03:29:22.06,03:29:22.1,03:29:22.08,03:29:22.056","-01:05:41.0,-01:05:41,-01:05:40.92,-01:05:41.244,-01:05:40.9","0.258","Ia"
"SN2007lg","19.12","-19.06","00:46:03.93,00:46:03.936,00:46:03.95","-00:00:38.9,-00:00:37.656,-00:00:37.3716,-00:00:37.6596,-00:00:37.4","0.0955,0.101","Ia"
"SN2009jb","15.79","-19.33","17:23:41.76,17:23:41.69,17:23:41.93","+30:29:50.64,+30:29:51.0,+30:29:50.2","0.0237","Ia"
"LSQ12gln","18.94","-19.59","05:22:59.410,05:22:59.41","-33:27:51.32","0.112","Ia"
"PTF11lxj","19.74","-19.3","22:16:32.270,22:16:32.266,22:16:32.25","+00:28:23.86,+00:28:23.7","0.14","Ia"
"SN2016blh","17.17","-17.96","14:09:40.49,14:09:40.4928,14:09:40.47","-00:39:24.0,-00:39:24.0492,-00:39:24.7","0.0238","Ia"
"SN2017eex","16.39","-19.854","10:23:19.410,10:23:19.44","+22:23:38.29,+22:23:38.4","0.03966","Ia"
"SDSS-II SN 12978","20.07","-19.22","00:28:40.119,00:28:40.1184,00:28:40.092","+00:08:52.52,+00:08:52.523,+00:08:52.498,+00:08:52.33","0.157,0.225,0.227","Ia"
"SN2005ei","19.69","-19.14","21:56:47.65,21:56:47.7,21:56:47.76,21:56:47.52,21:56:47.64","+00:19:03.0,+00:19:03,+00:19:02.9928,+00:19:02.6112","0.128","Ia"
"SN2005hp","20.73","-18.9","20:28:52.60,20:28:52.6,20:28:52.56","-00:46:45.4,-00:46:45,-00:46:45.264,-00:46:45.408,-00:46:45.2244,-00:46:45.4188,-00:46:45.3","0.18,0.18","Ia"
"SN2006fw","18.82","-19.0218","01:47:10.32,01:47:10.344,01:47:10.34","-00:08:48.8,-00:08:49.056,-00:08:49.488,-00:08:49.0704,-00:08:49.4772,-00:08:49.20,-00:08:49.2","0.081986,0.08204","Ia"
"SN2006ne","18.58","-18.0377","01:13:37.84,01:13:37.848,01:13:37.824","+00:25:25.9,+00:25:25.97,+00:25:25.95,+00:25:25.504","0.047032","Ia"
"SN2007tr","21.4","-19.65","01:10:48.01,01:10:48.010,01:10:48,01:10:48.024,01:10:48.009","+00:13:36.7,+00:13:36.76,+00:13:36.52,+00:13:36.757,+00:13:36.772,+00:13:36.75,+00:13:36.806","0.344","Ia?"
"SN2008eq","17.91","-19.1","17:00:07.20","+23:07:56.6","0.057","Ia"
"PTF10duz","17.68","-19.6","12:51:39.50,12:51:39.6,12:51:40.03","+14:26:18.7,+14:26:18.6,+14:26:29.4","0.064,0.064","Ia"
"PTF12ggb","18.14","-18.7","15:38:25.64,15:38:25.68","+31:32:08.8,+31:32:08.88","0.053","Ia"
"SN2010fc","21.3","-18.846","16:14:28.674,16:14:28.673,16:14:28.71,16:14:28.709","+54:43:32.92,+54:43:33.0,+54:43:33.00","0.2306,0.233,0.23,0.233","Ia"
"OGLE-2015-SN-031","19.76","-19.1","03:36:55.34","-74:45:48.9","0.13","Ia"
"PS15mt","18.11","-19.4","09:54:44.17","+23:11:53.1","0.071","Ia"
"SN2016htm","17.04","-19.3","02:32:02.620,02:32:02.64,02:32:02.62,02:32:02.616","-26:39:57.29,-26:39:57.24,-26:39:57.6","0.041","Ia"
"PSc000150","20.55","-19.3561","10:49:39.088","+57:41:19.91","0.20721","Ia"
"SDSS-II SN 15942","20.97","-19.21","22:38:41.917,22:38:42","-00:37:42.56,-00:37:42.564,-00:37:42.5208,-00:37:42.7908","0.234,0.211,0.431,0.443","Ia"
"SN2005ft","20.43","-19.1665","02:42:04.98,02:42:05.0,02:42:04.968,02:42:04.944","-00:32:27.0,-00:32:27,-00:32:27.06,-00:32:27.168,-00:32:27.1788,-00:32:26.99","0.1812,0.180465","Ia"
"SN2005jm","20.75","-19.1279","21:52:18.960,21:52:19.0,21:52:18.96,21:52:18.98","+00:28:18.90,+00:28:19,+00:28:18.95,+00:28:18.7,+00:28:18.714,+00:28:18.9","0.2037,0.204617","Ia"
"SN2005ju","21.3","-19.53","02:36:28.04,02:36:28.0,02:36:28.032,02:36:28.008","+00:30:40.6,+00:30:41,+00:30:40.54,+00:30:40.25,+00:30:40.583,+00:30:40.244","0.313,0.315","Ia"
"SN2006nn","20.47","-19.2","01:45:41.112,01:45:41.016,01:45:41.02","-01:03:16.45,-01:03:15.804,-01:03:16.02,-01:03:15.8","0.19","Ia"
"PSc480378","20.52","-19.7866","12:24:42.852","+46:39:50.95","0.24768","Ia"
"PTF10hdm","20.04","-19.36","12:42:41.04","+05:11:07.1,+05:11:07.116","0.165","Ia"
"SN2010ko","15.4","-17.5","05:32:49.44","-14:05:45.9","0.0104","Ia"
"SN2012bl","14.98","-19.62","20:23:55.28,20:23:55.2","-48:21:17.3,-48:21:17.28","0.0187","Ia"
"SN2016aqb","17.68","-19.6","11:21:58.37,11:21:58.38","-13:59:01.2,-13:59:00.8","0.063","Ia"
"SN2016czr","15.05","-21","16:45:37.250,16:45:37.26,16:45:37.2","+21:49:19.30,+21:49:19.3044,+21:49:20.64","0.04","Ia"
"SN2016fbk","17.09","-18.9332","01:44:06.570","+34:22:58.20","0.035865",".Ia"
"SN2016K","16.64","-19.046","04:21:48.21,04:21:48.22,04:21:48.216","-15:45:19.3,-15:45:19.08","0.030745","Ia"
"SN2017cfc","16.24","-18.907","13:52:39.000,13:52:39.0216,13:52:39.00","-02:00:08.26,-02:00:08.0935,-02:00:08.0","0.024027","Ia"
"AT2020fqi","17.74","","15:17:36.775,15:17:36.72","+57:11:05.33,+57:11:06","","Ia"
"SN2003K","15.1","-19.837","15:32:01.91,15:32:01.918","+68:14:35.9,+68:14:35.99","0.02182","Ia"
"SN2005ii","21.38","-19.74","00:13:03.73,00:13:03.7,00:13:03.732,00:13:03.7128","-00:37:12.4,-00:37:12,-00:37:12.432,-00:37:12.684,-00:37:12.4248,-00:37:12.6912,-00:37:12.5","0.356,0.361","Ia"
"SN2005ik","21.42","-19.4","21:31:15.60,21:31:15.6","-01:03:25.2,-01:03:25,-01:03:25.164,-01:03:25.452","0.31,0.31","Ia"
"SN2005ka","20.99","-20.04","22:13:55.96,22:13:56.0,22:13:55.92","+01:05:11.4,+01:05:11,+01:05:11.364,+01:05:11.04","0.342","Ia"
"SN2006H","16.9","-17.067","03:26:01.49","+40:41:42.5","0.01399","Ia"
"SN2007gt","18.5","-18.644","00:16:26.1696,00:16:26.16,00:16:26.1432","-00:21:09.5688,-00:21:09.2,-00:21:09.756","0.05976","Ia"
"SN2007kr","20.95","-19.65","00:25:27.59,00:25:27.473,00:25:27.4992,00:25:27.4728,00:25:27.50","-00:50:21.6,-00:50:22.632,-00:50:22.4556,-00:50:22.6212,-00:50:22.5","0.282,0.239,0.356","Ia"
"SN2007lf","19.67","-16.8077","00:16:45.46,00:16:45.4368","+01:12:03.2,+01:12:03.204,+01:12:02.844","0.044125","Ia"
"OGLE-2013-SN-141","18.48","-18","03:16:00.60,03:16:00.85","-77:05:38.5,-77:05:38.7","0.05","Ia"
"PS1-10ig","20.891","-19.5","14:07:26.975,14:07:26.88,14:07:26.973,14:07:26.976","+53:20:34.49,+53:20:34.44,+53:20:34.50","0.26,0.26","Ia"
"PS1-11bh","21.83","-19.3","09:58:30.828,09:58:30.72,09:58:30.825,09:58:30.826","+02:52:18.41,+02:52:18.12,+02:52:18.40","0.35,0.35","Ia"
"PS1-11t","21.863","-19.8","10:02:06.281,10:02:06.24,10:02:06.278,10:02:06.279","+02:05:16.06,+02:05:15.72,+02:05:16.05","0.45,0.45","Ia"
"PS1-11uw","21.1","-19.5827","16:04:56.287","+54:52:41.30,+54:52:41.31","0.29277","Ia"
"SN2018kij","17.53","-18.842","08:00:26.402,08:00:26.40","+42:49:17.20,+42:49:17.2","0.04205","Ia"
"SN1963J","13","-18.1","11:50:38.29,11:50:38.4,11:50:38.30","+55:21:01.2,+55:21:01.44,+55:21:01.5,+55:21:01.3","0.00318,0.0105","Ia"
"SN1963P","14.05","-17.06","02:46:02.10,02:46:02.112,02:46:02.12","-07:34:50.4,-07:34:50.52,-07:34:50.5","0.00436,0.00949","Ia"
"SN1989A","13.85","-19","11:27:59.02,11:27:58.1","+29:30:21.4,+29:30:21.43,+29:30:35.0","0.008359","Ia"
